"Mjang Bygade 1, Mjang, 6470 Sydals"
"Fjelby 1, Skovby, 6470 Sydals"
"Fjelby 15, Skovby, 6470 Sydals"
"Fyrremose 134, Skovmose, 6470 Sydals"
"Gammel Kirkevej 8, Ertebjerg, 6470 Sydals"
"Gammel Skolevej 13, Tandslet, 6470 Sydals"
"Gammelhave 60, Lysabild, 6470 Sydals"
"Gammelpøl 1, Lysabildskov, 6470 Sydals"
"Hagensig 10, Kegnæs, 6470 Sydals"
"Havbjerg 11, Hørup, 6470 Sydals"
"Havbjerg 21, Hørup, 6470 Sydals"
"Havnevænget 2A, Høruphav, 6470 Sydals"
"Hjørnevej 4, Kegnæs, 6470 Sydals"
"Holballe 5, Tandslet, 6470 Sydals"
"Humbækvej 2, Lysabildskov, 6470 Sydals"
"Humbækvej 6, Lysabildskov, 6470 Sydals"
"Hyldemose 12, Skovmose, 6470 Sydals"
"Hyldemose 13, Skovmose, 6470 Sydals"
"Hyldemose 14, Skovmose, 6470 Sydals"
"Hyldemose 17, Skovmose, 6470 Sydals"
"Hyldemose 18, Skovmose, 6470 Sydals"
"Hyldemose 20, Skovmose, 6470 Sydals"
"Hyldemose 22, Skovmose, 6470 Sydals"
"Hyldemose 19, Skovmose, 6470 Sydals"
"Hyldemose 21, Skovmose, 6470 Sydals"
"Hyldemose 2, Skovmose, 6470 Sydals"
"Hyldemose 4, Skovmose, 6470 Sydals"
"Hyldemose 3, Skovmose, 6470 Sydals"
"Hyldemose 5, Skovmose, 6470 Sydals"
"Hyldemose 8, Skovmose, 6470 Sydals"
"Kallehave 11, Hørup, 6470 Sydals"
"Kallehave 21A, Hørup, 6470 Sydals"
"Kallehave 21A, 1, Hørup, 6470 Sydals"
"Katkær 5, Lambjergskov, 6470 Sydals"
"Katkærvej 16, Lambjergskov, 6470 Sydals"
"Katkærvej 18, Lambjergskov, 6470 Sydals"
"Katkærvej 40, Lambjergskov, 6470 Sydals"
"Kavsløkke 159, Hørup, 6470 Sydals"
"Kavsløkke 171, Hørup, 6470 Sydals"
"Kegnæs Færge 6, Kegnæs, 6470 Sydals"
"Kegnæs Færge 9, Kegnæs, 6470 Sydals"
"Kegnæsmose 12, Kegnæs, 6470 Sydals"
"Kegnæsmose 7, Kegnæs, 6470 Sydals"
"Kegnæsvej 3, Lille Mommark, 6470 Sydals"
"Kegnæsvej 6, Mommark, 6470 Sydals"
"Kegnæsvej 83, Drejby, 6470 Sydals"
"Kegnæsvej 88, Drejby, 6470 Sydals"
"Kirke Hørupvej 5, Kirke Hørup, 6470 Sydals"
"Klapleddet 7, Lysabildskov, 6470 Sydals"
"Klinteskoven 12, Høruphav, 6470 Sydals"
"Klinteskoven 14, Høruphav, 6470 Sydals"
"Klinteskoven 16, Høruphav, 6470 Sydals"
"Klinteskoven 2, Høruphav, 6470 Sydals"
"Klinteskoven 34, Høruphav, 6470 Sydals"
"Klinteskoven 36, Høruphav, 6470 Sydals"
"Klinteskoven 38, Høruphav, 6470 Sydals"
"Klinteskoven 42, Høruphav, 6470 Sydals"
"Klinteskoven 4, Høruphav, 6470 Sydals"
"Klinteskoven 6, Høruphav, 6470 Sydals"
"Kløverlykke 33, Hørup, 6470 Sydals"
"Kløverlykke 35, Hørup, 6470 Sydals"
"Kærløkke 11, Hørup, 6470 Sydals"
"Lambjergvej 11, Lambjerg, 6470 Sydals"
"Langløkke 4, Høruphav, 6470 Sydals"
"Langløkke 7, Høruphav, 6470 Sydals"
"Lebølvej 21, Lebøl, 6470 Sydals"
"Lille Mommarkvej 10A, Sarup, 6470 Sydals"
"Lille Mommarkvej 13, Sarup, 6470 Sydals"
"Lærkemose 66, Skovmose, 6470 Sydals"
"Majbølløkke 7, Majbøl, 6470 Sydals"
"Majbølvej 12, Majbøl, 6470 Sydals"
"Majbølvej 5, Majbøl, 6470 Sydals"
"Mejerivej 4, Lysabild, 6470 Sydals"
"Mejerivej 2, Lysabild, 6470 Sydals"
"Mintebjergvej 7, Mintebjerg, 6470 Sydals"
"Mjanghøj 10, Mjang, 6470 Sydals"
"Mjanghøj 11, Mjang, 6470 Sydals"
"Mjanghøj 14, Mjang, 6470 Sydals"
"Mommarkvej 252, Tandslet, 6470 Sydals"
"Mommarkvej 351, Tandslet, 6470 Sydals"
"Mommarkvej 368, Mommark, 6470 Sydals"
"Mommarkvej 373, Mommark, 6470 Sydals"
"Møllegade 10, Skovby, 6470 Sydals"
"Møllegade 4, Skovby, 6470 Sydals"
"Nedergaden 3, Mjang, 6470 Sydals"
"Nørre Landevej 20, Kegnæs, 6470 Sydals"
"Nørre Landevej 30, Kegnæs, 6470 Sydals"
"Nørre Landevej 40, Kegnæs, 6470 Sydals"
"Nørre Landevej 64, Kegnæs, 6470 Sydals"
"Nørre Landevej 8, Kegnæshøj, 6470 Sydals"
"Oddermosen 15, Kegnæs, 6470 Sydals"
"Oddermosen 18, Kegnæs, 6470 Sydals"
"Pilemose 11, Skovmose, 6470 Sydals"
"Pilemose 19, Skovmose, 6470 Sydals"
"Pilemose 17, Skovmose, 6470 Sydals"
"Pilemose 29, Skovmose, 6470 Sydals"
"Pilemose 8, Skovmose, 6470 Sydals"
"Pilemose 9, Skovmose, 6470 Sydals"
"Pilemose 23, Skovmose, 6470 Sydals"
"Pilemose 25, Skovmose, 6470 Sydals"
"Pilemose 37, Skovmose, 6470 Sydals"
"Pilemose 35, Skovmose, 6470 Sydals"
"Pilemose 33, Skovmose, 6470 Sydals"
"Pilemose 24, Skovmose, 6470 Sydals"
"Pilemose 18, Skovmose, 6470 Sydals"
"Pilemose 28, Skovmose, 6470 Sydals"
"Pilemose 32, Skovmose, 6470 Sydals"
"Pilemose 7, Skovmose, 6470 Sydals"
"Ramsherred 2, Lambjergskov, 6470 Sydals"
"Randsbjerg 5, Tandslet, 6470 Sydals"
"Rubæk 4, Skovbyballe, 6470 Sydals"
"Lysabildgade 48C, Lysabild, 6470 Sydals"
"Sarupvej 40, Sarup, 6470 Sydals"
"Skovbyvej 49, Lebølgård, 6470 Sydals"
"Skovforten 9, Lysbildskov, 6470 Sydals"
"Skovhøj 31, Høruphav, 6470 Sydals"
"Skovmærkevej 11, Lambjergskov, 6470 Sydals"
"Solskrænten 1, Mommark, 6470 Sydals"
"Solskrænten 11, Mommark, 6470 Sydals"
"Solskrænten 12, Mommark, 6470 Sydals"
"Solskrænten 13, Mommark, 6470 Sydals"
"Solskrænten 14, Mommark, 6470 Sydals"
"Solskrænten 15, Mommark, 6470 Sydals"
"Solskrænten 16, Mommark, 6470 Sydals"
"Solskrænten 18, Mommark, 6470 Sydals"
"Solskrænten 24, Mommark, 6470 Sydals"
"Solskrænten 26, Mommark, 6470 Sydals"
"Solskrænten 28, Mommark, 6470 Sydals"
"Solskrænten 32, Mommark, 6470 Sydals"
"Solskrænten 36, Mommark, 6470 Sydals"
"Solskrænten 9, Mommark, 6470 Sydals"
"Solskrænten 4, Mommark, 6470 Sydals"
"Solskrænten 8, Mommark, 6470 Sydals"
"Stensgårdvej 5, Tandselle, 6470 Sydals"
"Stensgårdvej 7, Tandselle, 6470 Sydals"
"Svennesmølle 1, Mommark, 6470 Sydals"
"Svennesmølle 3, Mommark, 6470 Sydals"
"Svennesmølle 42, Tandsskov, 6470 Sydals"
"Sønderstrand 4, Kegnæs, 6470 Sydals"
"Tandsbusk 82, Tandslet, 6470 Sydals"
"Tandsbusk 84, Tandslet, 6470 Sydals"
"Tandsgårdvej 7, Tandslet, 6470 Sydals"
"Tandsgårdvej 8, Tandslet, 6470 Sydals"
"Tandshede 17, Tandslet, 6470 Sydals"
"Tandsryd 10, Tandslet, 6470 Sydals"
"Tjørnemose 13, Skovmose, 6470 Sydals"
"Tjørnemose 17, Skovmose, 6470 Sydals"
"Tjørnemose 21, Skovmose, 6470 Sydals"
"Tjørnemose 23, Skovmose, 6470 Sydals"
"Tjørnemose 31, Skovmose, 6470 Sydals"
"Tjørnemose 37, Skovmose, 6470 Sydals"
"Tjørnemose 5, Skovmose, 6470 Sydals"
"Toftehøj 17A, Høruphav, 6470 Sydals"
"Toftehøj 33, Høruphav, 6470 Sydals"
"Ved Skoven 1, Høruphav, 6470 Sydals"
"Ved Skoven 2, Høruphav, 6470 Sydals"
"Vestervej 26A, Hørup, 6470 Sydals"
"Vindrosen 3, Skovby, 6470 Sydals"
"Østerbyvej 80, Østerby, 6470 Sydals"
"Østervej 22, Kirke Hørup, 6470 Sydals"
"Askemose 12, Skovmose, 6470 Sydals"
"Askemose 16, Skovmose, 6470 Sydals"
"Askemose 21, Skovmose, 6470 Sydals"
"Askemose 25, Skovmose, 6470 Sydals"
"Askemose 27, Skovmose, 6470 Sydals"
"Skovmærkevej 22, st., Lambjergskov, 6470 Sydals"
"Damsløkke 2, Kirke Hørup, 6470 Sydals"
"Damsløkke 3, Kirke Hørup, 6470 Sydals"
"Damsløkke 4, Kirke Hørup, 6470 Sydals"
"Damsløkke 7, Kirke Hørup, 6470 Sydals"
"Damsløkke 9, Kirke Hørup, 6470 Sydals"
"Ellemose 18, Skovmose, 6470 Sydals"
"Ellemose 22, Skovmose, 6470 Sydals"
"Ellemose 24, Skovmose, 6470 Sydals"
"Ellemose 6, Skovmose, 6470 Sydals"
"Ellemose 36, Skovmose, 6470 Sydals"
"Ellemose 38, Skovmose, 6470 Sydals"
"Ellemose 8, Skovmose, 6470 Sydals"
"Fiskervej 102, Mommark, 6470 Sydals"
"Fiskervej 104, Mommark, 6470 Sydals"
"Fiskervej 28, Mommark, 6470 Sydals"
"Fiskervej 30, Mommark, 6470 Sydals"
"Fiskervej 44, Mommark, 6470 Sydals"
"Fiskervej 48, Mommark, 6470 Sydals"
"Fiskervej 88, Mommark, 6470 Sydals"
"Fjelby 22, Skovby, 6470 Sydals"
"Hyldemose 15, Skovmose, 6470 Sydals"
"Hyldemose 16, Skovmose, 6470 Sydals"
"Hyldemose 6, Skovmose, 6470 Sydals"
"Hyldemose 7, Skovmose, 6470 Sydals"
"Hørup Bygade 30B, Hørup, 6470 Sydals"
"Katkærvej 48, Lambjergskov, 6470 Sydals"
"Katkærvej 30, Lambjergskov, 6470 Sydals"
"Lambjergvej 1B, Lambjerg, 6470 Sydals"
"Nørregade 12, Lysabild, 6470 Sydals"
"Pilemose 1, Skovmose, 6470 Sydals"
"Pilemose 3, Skovmose, 6470 Sydals"
"Pilemose 2, Skovmose, 6470 Sydals"
"Pilemose 10, Skovmose, 6470 Sydals"
"Pilemose 12, Skovmose, 6470 Sydals"
"Pilemose 14, Skovmose, 6470 Sydals"
"Pilemose 34, Skovmose, 6470 Sydals"
"Rubæk 24, Skovbyballe, 6470 Sydals"
"Nørre Landevej 53A, Kegnæs, 6470 Sydals"
"Nørre Landevej 53, Kegnæs, 6470 Sydals"
"Skovsholm 2, Hørup, 6470 Sydals"
"Solbjergvej 32, Sønderby, 6470 Sydals"
"Solskrænten 5, Mommark, 6470 Sydals"
"Solskrænten 7, Mommark, 6470 Sydals"
"Storetoft 19, Sønderby, 6470 Sydals"
"Storetoft 17, Sønderby, 6470 Sydals"
"Storetoft 12, Sønderby, 6470 Sydals"
"Tjørnemose 10, Skovmose, 6470 Sydals"
"Tjørnemose 12, Skovmose, 6470 Sydals"
"Tjørnemose 35, Skovmose, 6470 Sydals"
"Tjørnemose 19, Skovmose, 6470 Sydals"
"Tjørnemose 3, Skovmose, 6470 Sydals"
"Hørup Bygade 44, Hørup, 6470 Sydals"
"Skovbyvej 84, Skovby, 6470 Sydals"
"Ertebjergvej 5, Tandslet, 6470 Sydals"
"Ertebjergvej 7, Tandslet, 6470 Sydals"
"Rubæk 1D, Skovbyballe, 6470 Sydals"
"Pilene 10, tv, Tandslet, 6470 Sydals"
"Pilene 10A, th, Tandslet, 6470 Sydals"
"Rubæk 14A, Skovbyballe, 6470 Sydals"
"Pilene 10, Tandslet, 6470 Sydals"
"Pilene 10A, Tandslet, 6470 Sydals"
"Pilene 10, st. th, Tandslet, 6470 Sydals"
"Pilene 10, st. tv, Tandslet, 6470 Sydals"
"Pilene 10A, st. th, Tandslet, 6470 Sydals"
"Kegnæsvej 67A, Drejby, 6470 Sydals"
"Mommarkvej 376A, Mommark, 6470 Sydals"
"Skovbyvej 65, Vibøge, 6470 Sydals"
"Tjørnemose 33, Skovmose, 6470 Sydals"
"Hagensig 6B, Kegnæs, 6470 Sydals"
"Rubæk 14A, Skovbyballe, 6470 Sydals"
"Birke 4A, Skovbyballe, 6470 Sydals"
"Nørre Landevej 16, Kegnæs, 6470 Sydals"
"Nørre Landevej 14, Kegnæs, 6470 Sydals"
"Mjanghøj 6A, Mjang, 6470 Sydals"
"Solskrænten 34, Mommark, 6470 Sydals"
"Fiskerløkken 10, Mommark, 6470 Sydals"
"Lysabildgade 39A, Lysabild, 6470 Sydals"
"Lambjergsned 8, Høruphav, 6470 Sydals"
"Ertebjergvej 16, Ertebjerg, 6470 Sydals"
"Ertebjergvej 18, Ertebjerg, 6470 Sydals"
"Jørgensgaard 4, Ertebjerg, 6470 Sydals"
"Jørgensgaard 2, Ertebjerg, 6470 Sydals"
"Mjangmark 8, Mjang, 6470 Sydals"
"Mommarkvej 268, 1, Tandslet, 6470 Sydals"
"Mommarkvej 268, 1., Tandslet, 6470 Sydals"
"Mommarkvej 268A, 1., Tandslet, 6470 Sydals"
"Havnevænget 1, 1, Høruphav, 6470 Sydals"
"Lambjergsned 6, Høruphav, 6470 Sydals"
"Havtorn 6, Sønderby, 6470 Sydals"
"Havtorn 8, Sønderby, 6470 Sydals"
"Havtorn 10, Sønderby, 6470 Sydals"
"Havtorn 12, Sønderby, 6470 Sydals"
"Havtorn 14, Sønderby, 6470 Sydals"
"Havtorn 4, Sønderby, 6470 Sydals"
"Havtorn 2, Sønderby, 6470 Sydals"
"Kegnæsvej 82C, Skovby, 6470 Sydals"
"Katkærvej 1, Lambjergskov, 6470 Sydals"
"Katkærvej 7, Lambjergskov, 6470 Sydals"
"Flejmose 19A, Kegnæs, 6470 Sydals"
"Fiskervej 64, Mommark, 6470 Sydals"
"Fiskervej 62, Mommark, 6470 Sydals"
"Fiskervej 66, Mommark, 6470 Sydals"
"Fiskervej 54, Mommark, 6470 Sydals"
"Fiskervej 68, Mommark, 6470 Sydals"
"Fiskervej 58, Mommark, 6470 Sydals"
"Fiskervej 52, Mommark, 6470 Sydals"
"Fiskervej 72, Mommark, 6470 Sydals"
"Fiskervej 70, Mommark, 6470 Sydals"
"Fiskervej 106, Mommark, 6470 Sydals"
"Fiskervej 94, Mommark, 6470 Sydals"
"Fiskervej 92, Mommark, 6470 Sydals"
"Fiskervej 90, Mommark, 6470 Sydals"
"Lysabildgade 92A, Lysabild, 6470 Sydals"
"Skovmærkevej 22, Lambjergskov, 6470 Sydals"
"Skovmærkevej 16, Lambjergskov, 6470 Sydals"
"Skovmærkevej 28, Lambjergskov, 6470 Sydals"
"Skovmærkevej 26, Lambjergskov, 6470 Sydals"
"Skovmærkevej 14, Lambjergskov, 6470 Sydals"
"Skovmærkevej 12, Lambjergskov, 6470 Sydals"
"Skovmærkevej 24, Lambjergskov, 6470 Sydals"
"Skovmærkevej 8, Lambjergskov, 6470 Sydals"
"Skovmærkevej 10, Lambjergskov, 6470 Sydals"
"Skovmærkevej 9, Lambjergskov, 6470 Sydals"
"Skovmærkevej 4, Lambjergskov, 6470 Sydals"
"Katkærvej 52, Lambjergskov, 6470 Sydals"
"Katkærvej 34, Lambjergskov, 6470 Sydals"
"Katkærvej 36, Lambjergskov, 6470 Sydals"
"Katkærvej 46, Lambjergskov, 6470 Sydals"
"Katkærvej 22, Lambjergskov, 6470 Sydals"
"Katkærvej 10, Lambjergskov, 6470 Sydals"
"Katkærvej 8, Lambjergskov, 6470 Sydals"
"Katkærvej 26, Lambjergskov, 6470 Sydals"
"Skovbyvej 48, st., Lebølgård, 6470 Sydals"
"Skovbyvej 48, Lebølgård, 6470 Sydals"
"Skovbyvej 48, 1., Lebølgård, 6470 Sydals"
"Skovbyvej 50, Lebølgård, 6470 Sydals"
"Lundvej 2A, Lambjerglund, 6470 Sydals"
"Lebølvej 33A, Lebøl, 6470 Sydals"
"Havbjerg 5, Hørup, 6470 Sydals"
"Havbjerg 7, Hørup, 6470 Sydals"
"Havbjerg 9, Hørup, 6470 Sydals"
"Havbjerg 13, Hørup, 6470 Sydals"
"Havbjerg 15, Hørup, 6470 Sydals"
"Havbjerg 17, Hørup, 6470 Sydals"
"Havbjerg 19, Hørup, 6470 Sydals"
"Havbjerg 20, Hørup, 6470 Sydals"
"Havbjerg 18, Hørup, 6470 Sydals"
"Katkærvej 32, Lambjergskov, 6470 Sydals"
"Skovmærkevej 5, Lambjergskov, 6470 Sydals"
"Skovmærkevej 3, Lambjergskov, 6470 Sydals"
"Katkærvej 54, Lambjergskov, 6470 Sydals"
"Tjørnemose 14, Skovmose, 6470 Sydals"
"Tjørnemose 6, Skovmose, 6470 Sydals"
"Tjørnemose 8, Skovmose, 6470 Sydals"
"Askemose 17, Skovmose, 6470 Sydals"
"Askemose 6A, Skovmose, 6470 Sydals"
"Ellemose 32, Skovmose, 6470 Sydals"
"Pilemose 21, Skovmose, 6470 Sydals"
"Tjørnemose 11, Skovmose, 6470 Sydals"
"Tjørnemose 4A, Skovmose, 6470 Sydals"
"Skovbyvej 73A, Skovby, 6470 Sydals"
"Skovhøj 99A, Høruphav, 6470 Sydals"
"Skovlod 1, Høruphav, 6470 Sydals"
"Skovlod 7, Høruphav, 6470 Sydals"
"Skovlod 3, Høruphav, 6470 Sydals"
"Skovmærkevej 18, Lambjergskov, 6470 Sydals"
"Skovsholm 1C, Hørup, 6470 Sydals"
"Solbjergvej 18, Sønderby, 6470 Sydals"
"Solskrænten 3, Mommark, 6470 Sydals"
"Nørre Landevej 31, Kegnæs, 6470 Sydals"
"Over Jestrup 1A, Tandslet, 6470 Sydals"
"Persillegade 12A, Høruphav, 6470 Sydals"
"Præstegårdsvej 3, Sønderby, 6470 Sydals"
"Pøl 12, 6470 Sydals"
"Pøl 2, 6470 Sydals"
"Rymosevej 8A, Tandselle, 6470 Sydals"
"Rævebæk 21A, Mommark, 6470 Sydals"
"Rævebæk 2A, Mommark, 6470 Sydals"
"Rønnemose 57A, Skovmose, 6470 Sydals"
"Kegnæsvej 5, Lysabild, 6470 Sydals"
"Kegnæsvej 5, 1, Lysabild, 6470 Sydals"
"Rubæk 1, Skovby, 6470 Sydals"
"Mintebjergvej 8, Mintebjerg, 6470 Sydals"
"Solskrænten 6, Mommark, 6470 Sydals"
"Damsløkke 6, Kirke Hørup, 6470 Sydals"
"Ellemose 42, Skovmose, 6470 Sydals"
"Fiskerløkken 12, Mommark, 6470 Sydals"
"Solskrænten 17, Mommark, 6470 Sydals"
"Harresbæk 1A, Mommark, 6470 Sydals"
"Harresbæk 1, Mommark, 6470 Sydals"
"Katkærvej 56, Lambjergskov, 6470 Sydals"
"Kallehave 20, Hørup, 6470 Sydals"
"Lysabildgade 50A, Lysabild, 6470 Sydals"
"Nedervej 2A, Skovby, 6470 Sydals"
"Langløkke 20, Høruphav, 6470 Sydals"
"Østerbyvej 100B, Sønderby, 6470 Sydals"
"Vibøgevej 46, Vibøge, 6470 Sydals"
"Vestervej 34A, Hørup, 6470 Sydals"
"Østerbyvej 56B, Østerby, 6470 Sydals"
"Østerbyvej 56A, Østerby, 6470 Sydals"
"Østerbyvej 56C, Østerby, 6470 Sydals"
"Klinteskoven 18, Høruphav, 6470 Sydals"
"Kegnæsvej 87A, Drejby, 6470 Sydals"
"Søndermark 1A, Sønderby, 6470 Sydals"
"Birkemose 94, Skovmose, 6470 Sydals"
"Katkærvej 44, Lambjergskov, 6470 Sydals"
"Tjørnemose 29, Skovmose, 6470 Sydals"
"Vibøgevej 42, Vibøge, 6470 Sydals"
"Dalmose 2, Mommark, 6470 Sydals"
"Kløverlykke 75, Hørup, 6470 Sydals"
"Bellevue 15, Mommark, 6470 Sydals"
"Harresbæk 25, Mommark, 6470 Sydals"
"Fyrremose 10, Skovmose, 6470 Sydals"
"Vindrosen 2, Skovby, 6470 Sydals"
"Vindrosen 11, Skovby, 6470 Sydals"
"Lundvej 104, Lambjerglund, 6470 Sydals"
"Skovhøj 114, Høruphav, 6470 Sydals"
"Kavsløkke 34, Hørup, 6470 Sydals"
"Skovlod 10, Høruphav, 6470 Sydals"
"Østerbyvej 7, st. th, Østerby, 6470 Sydals"
"Østerbyvej 8, Kegnæs, 6470 Sydals"
"Østerbyvej 31, Østerby, 6470 Sydals"
"Solbjergvej 4, Sønderby, 6470 Sydals"
"Kløverholm 52, Hørup, 6470 Sydals"
"Ollundsbjerg 40, Tandslet, 6470 Sydals"
"Kavsløkke 117, Hørup, 6470 Sydals"
"Vesterbakken 11, Høruphav, 6470 Sydals"
"Kavsløkke 131, Hørup, 6470 Sydals"
"Solbjergvej 25, Sønderby, 6470 Sydals"
"Møllebakken 11, Sønderby, 6470 Sydals"
"Kløverlykke 3, Hørup, 6470 Sydals"
"Kløverlykke 8, Hørup, 6470 Sydals"
"Gammelhave 44, Lysabild, 6470 Sydals"
"Kegnæs Færge 21B, Kegnæs, 6470 Sydals"
"Nedergaden 22, Mjang, 6470 Sydals"
"Lærkemose 32, Skovmose, 6470 Sydals"
"Toftehøj 15, Høruphav, 6470 Sydals"
"Kløverlykke 74, Hørup, 6470 Sydals"
"Gammel Skolevej 18, Tandslet, 6470 Sydals"
"Flejmose 16, Kegnæs, 6470 Sydals"
"Kegnæsvej 69D, Drejby, 6470 Sydals"
"Ellemose 48, Skovmose, 6470 Sydals"
"Skovforten 4, a, Lysabildskov, 6470 Sydals"
"Dalmose 1, Mommark, 6470 Sydals"
"Vestervej 42, 1, Hørup, 6470 Sydals"
"Pøl 8, 6470 Sydals"
"Vestermark 8, 1, Kegnæs, 6470 Sydals"
"Oddermosen 21, Kegnæs, 6470 Sydals"
"Kegnæsvej 38, Skovby, 6470 Sydals"
"Midthave 16, Lysabild, 6470 Sydals"
"Ertebjergvej 15A, Tandslet, 6470 Sydals"
"Bellevue 5, Mommark, 6470 Sydals"
"Fjelby 2, Skovby, 6470 Sydals"
"Fjelby 21, Skovby, 6470 Sydals"
"Flejmose 1A, Kegnæs, 6470 Sydals"
"Grønmark 1, Kegnæs, 6470 Sydals"
"Kegnæsvej 57, Skovby, 6470 Sydals"
"Lillehave 2B, Lysabild, 6470 Sydals"
"Skovhøj 63, Høruphav, 6470 Sydals"
"Saruphav 2, Sarup, 6470 Sydals"
"Mjanghøj 5, Mjang, 6470 Sydals"
"Pilemose 4, Skovmose, 6470 Sydals"
"Skovbyvej 83A, Skovby, 6470 Sydals"
"Fiskervej 120, Mommark, 6470 Sydals"
"Harresbæk 31A, Mommark, 6470 Sydals"
"Høruphav Havn 9, Høruphav, 6470 Sydals"
"Lysabildgade 35, Lysabild, 6470 Sydals"
"Mommarkvej 242A, Majbøl, 6470 Sydals"
"Østerbyvej 78A, Østerby, 6470 Sydals"
"Tandshede 4, Tandslet, 6470 Sydals"
"Nørre Landevej 1B, Kegnæshøj, 6470 Sydals"
"Nørre Landevej 28A, 1., Kegnæs, 6470 Sydals"
"Tandsager 9, Tandslet, 6470 Sydals"
"Tandsbusk 98, Tandslet, 6470 Sydals"
"Tangsmose 9, Høruphav, 6470 Sydals"
"Tangsmose 16, Høruphav, 6470 Sydals"
"Kavsløkke 19, Hørup, 6470 Sydals"
"Kavsløkke 19A, Hørup, 6470 Sydals"
"Vesterbakken 4, Høruphav, 6470 Sydals"
"Vesterbakken 33, Høruphav, 6470 Sydals"
"Fiskervej 9A, Mommark, 6470 Sydals"
"Ertebjergvej 49A, Ertebjerg, 6470 Sydals"
"Fiskervej 124, Mommark, 6470 Sydals"
"Flejmose 15A, Kegnæs, 6470 Sydals"
"Havbo 11A, Høruphav, 6470 Sydals"
"Holballe 1A, Tandslet, 6470 Sydals"
"Hørup Bygade 14A, Hørup, 6470 Sydals"
"Klinteskoven 18A, Høruphav, 6470 Sydals"
"Kløverholm 73A, Hørup, 6470 Sydals"
"Kavsløkke 169A, Hørup, 6470 Sydals"
"Kirke Hørupvej 1A, Kirke Hørup, 6470 Sydals"
"Lambjergvej 2C, Lambjerg, 6470 Sydals"
"Lærkereden 5A, Tandslet, 6470 Sydals"
"Mommarkvej 241A, Tandslet, 6470 Sydals"
"Mommarkvej 380B, Mommark, 6470 Sydals"
"Nedergaden 24A, Mjang, 6470 Sydals"
"Svennesmølle 18C, Mommark, 6470 Sydals"
"Sønderbygade 25A, Sønderby, 6470 Sydals"
"Tandsbusk 10A, Tandslet, 6470 Sydals"
"Tandsgårdvej 4A, Tandslet, 6470 Sydals"
"Tandsbusk 36A, Tandslet, 6470 Sydals"
"Torsthoved 2B, Kegnæs, 6470 Sydals"
"Vestermark 18, Kegnæs, 6470 Sydals"
"Asserballevej 9, Tandslet, 6470 Sydals"
"Ellemose 11, Skovmose, 6470 Sydals"
"Pilemose 5, Skovmose, 6470 Sydals"
"Bonderosevej 7, Hørup, 6470 Sydals"
"Fjelby 18, Skovby, 6470 Sydals"
"Flejmose 17E, Kegnæs, 6470 Sydals"
"Flejmose 26, Kegnæs, 6470 Sydals"
"Galgebjerg 10, Mommark, 6470 Sydals"
"Gammel Skolevej 4, Tandslet, 6470 Sydals"
"Vibøgevej 22, Lysabild, 6470 Sydals"
"Lysabildgade 61B, Lysabild, 6470 Sydals"
"Engmosen 4, Lysabild, 6470 Sydals"
"Lebølvej 14A, 6470 Sydals"
"Lebølvej 14B, 6470 Sydals"
"Katkærvej 5, Lambjergskov, 6470 Sydals"
"Askemose 23, Skovmose, 6470 Sydals"
"Fiskervej 56, Mommark, 6470 Sydals"
"Havbo 3A, Høruphav, 6470 Sydals"
"Havbo 1A, Høruphav, 6470 Sydals"
"Kegnæsmose 11, Kegnæs, 6470 Sydals"
"Kegnæsvej 36, Skovby, 6470 Sydals"
"Lærkemose 44, Skovmose, 6470 Sydals"
"Majbølvej 3, Majbøl, 6470 Sydals"
"Mjanghøj 7A, Mjang, 6470 Sydals"
"Nedervej 1, Skovby, 6470 Sydals"
"Skovbyvej 18, Majbølgård, 6470 Sydals"
"Lysabildgade 50, Lysabild, 6470 Sydals"
"Havbo 19B, Høruphav, 6470 Sydals"
"Askemose 29, Skovmose, 6470 Sydals"
"Storetoft 6, Sønderby, 6470 Sydals"
"Storetoft 14, Sønderby, 6470 Sydals"
"Storetoft 10, Sønderby, 6470 Sydals"
"Panbovej 6, Kirke Hørup, 6470 Sydals"
"Solbjergvej 22, Sønderby, 6470 Sydals"
"Pilemose 6, Skovmose, 6470 Sydals"
"Pilemose 26, Skovmose, 6470 Sydals"
"Pilemose 30, Skovmose, 6470 Sydals"
"Askemose 11, Skovmose, 6470 Sydals"
"Hyldemose 10, Skovmose, 6470 Sydals"
"Fiskervej 110, Mommark, 6470 Sydals"
"Fiskervej 34, Mommark, 6470 Sydals"
"Havbjerg 16, Hørup, 6470 Sydals"
"Havbjerg 2, Hørup, 6470 Sydals"
"Havbjerg 10, Hørup, 6470 Sydals"
"Havbjerg 12, Hørup, 6470 Sydals"
"Havbjerg 14, Hørup, 6470 Sydals"
"Havbjerg 1, Hørup, 6470 Sydals"
"Havbjerg 3, Hørup, 6470 Sydals"
"Lundvej 12, Lambjerglund, 6470 Sydals"
"Lundvej 14, Lambjerglund, 6470 Sydals"
"Lundvej 74, Lambjerglund, 6470 Sydals"
"Lundvej 102, Lambjerglund, 6470 Sydals"
"Lundvej 4, Lambjerglund, 6470 Sydals"
"Mommarkvej 320, Tandslet, 6470 Sydals"
"Skovbyvej 65, st. tv, Vibøge, 6470 Sydals"
"Skovbyvej 65, st. th, Vibøge, 6470 Sydals"
"Ellemose 5, Skovmose, 6470 Sydals"
